username,time_posted,title,price,description,status
crazysales,2 years ago,🚚  Apple Watch Spigen Night Stand S350 [Crazy Sales!!!],22.90,"More than 15% if purchase from our website. Crazy Sales Spigen Night Stand for Apple Watch (38mm &amp; 42mm &amp; 40mm &amp; 44mm ) *Compatible with Series 1 &amp; 2 &amp; 3 &amp; 4 Authentic and Original Cut the story short... Spigen is one of the best brand for accessories  Why Buy from Us? -Easy to collect, Tai Seng MRT",New
phixel8,last year,iPhone Charger Dock Apple Watch Series Dock,45,"For iPhone Charger Dock, 5-port USB Charger Stand For Apple Watch Series 4 3 2 1 iPhone XS Max, XS, 8, 8 Plus, 7, 7 Plus, 6S, 6 Dock   [Charge with Confidence]: Limiting current for each port and the wide woltage, which can smart detect to prevent your devices against over-current, overheating and s",New
nomadwatchworks,last year,Apple Watch Leather Zulu Strap in Black,35,"- Apple Watch Leather Zulu Strap in Black (available in silver &amp; black buckle) - Suitable for Series 1,2,3 - 38mm and 42mm - Suitable for Series 4 - 40mm and 44mm - Paired with Apple Watch in picture (Please note that watch is not for sale)  Please click on links below for more information:  38/40mm",New
awatchauthority,11 months ago,Buckle Type - Replacement Strap for Apple Watch,15,* Buckle type *  Brand NEW - Third Party - Good for series 1 / series 2/ series 3/ series 4 Replacement Strap / band for Apple Watch - Midnight Blue - buckle type  Check out photos for exact measurement 38mm -  Available 42mm - OUT OF STOCK  Other colour available for buckle type: Black  Tags apple ,New
welcomehomecasing,7 months ago,Instock Apple Iwatch Strap 2 in 1 Price (White Series),15,Instock by JANSIN  2018 New Flexible Breathable Silicone Sports Band for Apple Watch Series 1&amp;2&amp;3&amp;4   Rubber Watchband for iWatch Black Volt  42/44 38/40 White + White black silicone  Bundle promo $15 Mailing $1.50,New
currentsense,8 months ago,Apple Watch (42mm/44mm) Black Silicon Sports Band (M/L),20,Brand New In Package Apple Watch Series 4 (44MM) Series 3/2/1 (42MM) Black Sports Band,New
smartiesathome,8 months ago,i-Blason [Halo] Cases for Apple Watch 4 40mm [4 Color],40," i-Blason [Halo] TPU Cases for Apple Watch Series 4 40mm [4 Color Combination Pack]:  i-Blason’s [Halo] premium TPU cases for the Apple Watch Series 4 2018 release (40 mm). This listing is for a variety pack of 4 cases, not including wristbands. Cases are designed to prevent damage during regular us",New
kypp71,9 months ago,Apple Watch Strap band Milanese ,12,Brand new suitable for Apple Watch series 3 and 4. My size is 40mm can fit 38 n 40mm. I bought extra set just last week for a friend but she said already have the same colour. Can meet clementi. I m just selling at cost. ,New
towkaynew,4 years ago,#Contiki2018 Sale! LEGO 70813 - Rescue Reinforcements by towkaynew Singapore,124,"Everything is Awesome! From The LEGO Movie series!   This set is exclusive to Toys R Us!  Brand new and sealed with no price tag and minimal creasing from USA!  Buy more save more! Search: ⭐""towkaynew bricks"" for all my LEGO set listings ⭐""towkaynew gears"" for all my LEGO technic gear listings  PM m",
currentsense,8 months ago,Brand New In Package Silver Stainless Steel Milanese Loop for Apple Watch Series 4 (44MM & 40MM) / Series 3/2/1 (42MM & 38MM),35,Brand New In Package Silver Stainless Steel Milanese Loop for Apple Watch Series 4 (44MM &amp; 40MM) Series 3/2/1 (42MM &amp; 38MM),New
noveltygiftsyoulove,9 months ago,🚚 Strap for 38mm Iwatch Series 1 2 3 4,10,"Nylon Watch Strap for 38mm Iwatch Series 1, 2, 3 or 4   38mm Models:Fitting most wrist sizes:5.15-7.48 inches  (135-190mm)   Package include:   1*Nylon Loop Watch Band (The Apple Watch Not Include)",New
crazysales,last year,38MM Apple Watch Spigen Tough Armor 2 Case,27.90,"Latest!!! Spigen Tough Armor2 compatible with Series 1 / 2 / 3 Colour : Matte Black  Add $4 for Spigen Screen Pro  For more details more products for this model, please visit this link https://crazysales.com.sg/products/apple-watch-38mm-spigen-tough-armor2  Self collection / Mailing / Courier please",New
tchoixi,2 years ago,Brand New Apple Sport Band (COCOA) Strap only. 42mm. No watch ,60,Brand new. 42mm. Original purchased from Apple Store.   Fits both series 1 &amp; 2.  Price non-negotiable. Price does NOT include the Apple Watch...  Tag. Iphone 4 iphone 4s iphone 5 iphone 5s 16 gb 32 gb 64 gb 128 gb iphone 6 iphone 6+ iphone 6s iphone 6s plus iphone6s iPhone 6s+ iphone7 iphone7 plus A,New
lollipopcn,8 months ago,🚚 Leather Band for Apple Watch 38mm 40mm (Crocodile White),39,Leather Band for Apple Watch 38mm 40mm (Crocodile White)   Perfect elegant replacement band for your Apple Watch. Handcrafted from soft genuine leather with a unique texture. Luxury look and feel as well as super comfortable and adjustable.    We used our unique soft genuine leather material with st,New
awatchauthority,last year,Replacement Strap for Apple Watch- Nylon,15,Brand New - Third Party- Replacement Strap for Apple Watch. Good for series 1/ series 2/ series 3/ series 4  Nylon Colour - White/ Blue/Green Small Stripes  Available 38mm / 40mm 42mm / 40mm - OOS  Check out my listings for other cool items!  Tags: apple watch iwatch apple watch rubber silicone stra,New
xninix88,10 months ago,Apple Watch Series 4 Strap,70,Apple Watch Series 4 Pink Sand Sport Band  NEW,New
everythingappleproducts,8 months ago,Apple Watch Series 1/2/3/4 Sports Strap,10,[BNIB] White Apple Watch Strap 42MM Series 1/2/3/4,New
doublelayerlove,9 months ago,Apple Watch 40mm/44mm series 4 curved glass protector,10,3D curved tempered glass protector  For apple watch series 4  40mm 44mm,New
casefactorie,9 months ago,Casefactorie Woven Nylon Strap Apple Watch Series 4/3/2/1,29,www.casefactorie.com Casefactorie Woven Nylon Strap For Apple Watch Series 4/3/2/1  ••••••••••••••••••••••••••••••••••••••••••• 👇Scroll down for Product Information👇 •••••••••••••••••••••••••••••••••••••••••••  Retail Price - $59.00❌ Join Casefactorie Membership now and get it for  -$29.00✅ You Save,New
currentsense,9 months ago,Apple Watch Series 4 (44MM) Series 3/2/1 (42MM) Sports Band,20,Apple Watch Series 4 (44MM) Series 3/2/1 (42MM) Sports Band  Picture 1: Red Black Picture 2: Black White Picture 3: Black Yellow (Out of Stock),New
nomadwatchworks,last year,Apple Watch Nylon Zulu Strap in Olive w Black Buckle,27,"- Apple Watch Nylon Zulu Strap in Olive w Black Buckle - Suitable for Series 1,2,3 - 38mm and 42mm - Suitable for Series 4 - 40mm and 44mm - Paired with Apple Watch Series 3 in picture (Please note that watch is not for sale)  Please click on links below for more information:  38/40mm: https://nomad",New
crazysales,last year,🚚 42mm Series 1 / 2 / 3 Apple Watch Spigen Slim Armor,16.90,"www.crazysales.com.sg Compatible with - Apple Watch 42mm Series 1 - Apple Watch 42mm Series 2 -- Apple Watch 42mm Series 3  Colour Space Grey Add $4 for Spigen Screen Protector 1pc  For more details more products for this model, please visit this link https://crazysales.com.sg/products/apple-watch-4",New
crazysales,9 months ago,44MM / 40MM Apple Watch 4 Metallic Magnetic Adsorption Case,13,"For more details more products for this model, please visit this link  for Apple Watch4 44MM https://crazysales.com.sg/collections/apple-watch-4-44mm  for Apple Watch4 40MM  https://crazysales.com.sg/products/for-apple-watch-series-4-40mm  Self collection / Mailing / Courier please refer to the link",New
nomadwatchworks,last year,Apple Watch Nylon Zulu Strap in Black,25,"- Apple Watch Nylon Zulu Strap in Black  (available in silver &amp; black buckle) - Suitable for Series 1,2,3 - 38mm and 42mm - Suitable for Series 4 - 40mm and 44mm - Paired with Apple Watch Nike + in picture (Please note that watch is not for sale)  Please click on links below for more information:  3",New
dgmartonline.com,last year,Free Mailing! Apple Watch Strap 38mm/40mm - D4,14,Brand New! Apple Watch 38mm 40mm Strap Can fit Apple Watch Series 1/2/3 38mm/40mm Free normal mail. Material: Silicone  Other designs are available. (See picture #4 &amp; #5) Please see my other listings for more pictures.  #dgmart #applewatch #applewatchstrap #applewatch38mm #iwatch #iwatchstrap,New
falcon911,10 months ago,Apple Watch Series 4 White Sports Band (44/42 mm),70,Orignal Brand New Apple Watch Series 4 White Sports Band. Selling as I don't like the color and plan to buy a different color.,New
orb,8 months ago,Apple Watch series 4 screen protector,15,Brand new unopened hydrogel screen protector for 38mm. Inside contain 2 screen protectors.  Has capability to auto repair of bubble and scratch  #Screenprotector #hydrogel #38mm #applewatch #series4 #edgetoedge,New
alladdin87,9 months ago,"Apple Watch ⌚️ series 4 , 44mm Soft silicon Case",10,"Soft silicon TUP case , for 44mm series 4 , ",New
currentsense,9 months ago,Apple Watch Series 4 (44MM) Series 3/2/1 (42MM) White Sports Band,20,BNIP Apple Watch Series 4 (44MM) / Series 3/2/1 (42MM) White Sports Band,New
kool_sam,2 years ago,#EndgameYourExcess Original Luxury Milanese Stainless Steel Mesh Bracelet Watch Strap for Apple Watch Series 1/2/3/4 - New Colors (PRICE REDUCED),20,"Original Luxury Milanese Loop Watch Strap &amp; Link Bracelet Stainless Steel Band for Apple Watch Series 1/2/3/4 38/42mm, 40/44mm The new Apple Watch Series 4 features a larger display thanks to thinner bezels and a larger body. ... So if you have a 38mm Apple Watch, your older Watch's band will easily",New
nomadwatchworks,last year,Apple Watch Leather Strap - Single Tour in Brown,35,"- Apple Watch Leather Strap - Single Tour in Brown (available in silver &amp; black buckle) - Suitable for Series 1,2,3 - 38mm and 42mm - Suitable for Series 4 - 40mm and 44mm - Paired with Apple Watch in picture (Please note that watch is not for sale)  Please click on links below for more information:",New
welcomehomecasing,last year,NEW BUCKLE DESIGN INSTOCK - APPLE IWATCH STRAP,15,"Newest Flexible Breathable Silicone Sports Band for Apple Watch Series 1/2/3 38MM 42MM Rubber Watchband  Feature: Factory  - JANSIN Hong Kong Design Quality - Differ from other seller as this is own import with quality control, all are instock.  Colour  Black Red   Model 42mm or 38mm  Price $15 Mail",New
samhan,9 months ago,(PreOrder) Apple Watch Series 4 (insider disc),0,This is PreOrder of latest Apple Watch Series 4 (guaranteed 10% disc from retail)   Chat me up for details :) ,New
awatchauthority,11 months ago,Buckle Type - Replacement Strap for Apple Watch,15,* Buckle type * Brand NEW - Third Party - Good for series 1 / series 2/ series 3/ series 4 Replacement Strap / band for Apple Watch - Black - buckle type  Check out photos for exact measurement 38mm -  Available 42mm - OUT OF STOCK  Other colour available for buckle type: Midnight blue  Tags apple w,New
deslianer,9 months ago,Apple Watch 4 Series Anti Shock Screen Protector Film 44mm,10,Apple Watch 4 Series Anti Shock Screen Protector Film 44mm. Transparent and not tempered glass. Smooth feel.  Self collect at S541301 Sengkang. Thanks.,New
saveyfolks,2 years ago,Apple Watch 3D tempered glass (glossy),9,Features: 1. 100% brand new and high quality 2. Material:Tempered Glass 3. Anti-Scratch Film: 9H hardness and durable. 4. Nano coating: Fingerprint free. 5. Silicone Adhesive Coating: No glue residue when removed. 6. Washable and reusable: Easy to apply; excellent anti-bubble functions. 7. Compatibl,New
elite888,last year,Philip Stein,"1,400",Swap for 2 Apple Watch series 4 ,New
dgmartonline.com,8 months ago,Free Mailing! Apple Watch Milanese Strap 42mm/44mm - Rose Gold,18,📣📣 Can't find what you are looking for? Check our website @ https://dgmartonline.com! 📣📣  Brand New! Apple Watch 42mm/44mm Milanese Strap Can fit Apple Watch Series 1/2/3/4 42mm/44mm Strong magnet hold. No clasp.  Also selling black bordered tempered glass for $5.00.   Available in the following col,New
nomadwatchworks,last year,Apple Watch Nylon Zulu Strap,25,"- Suitable for Series 1,2,3 - 38mm and 42mm - Suitable for Series 4 - 40mm and 44mm - Option to choose from Silver or PVD Black (+$2) Buckle -  Made from tight weave nylon for extra durability - Strong, durable and flexible for comfortable wear - Stitched construction  - Length: 80mm and 125mm - Str",New
sellup_singapore,8 months ago,Original Apple iPhone / iPad 5W USB Power Adapter / Charger,8,Brand New Original Authentic Apple 5W USB Power Adapter Store retail price at $28  Add $4 for SingPost SmartPac Registered mail. Item will be bubble wrap.   Compatible with:  iPhone XR iPhone Models iPhone XS Max iPhone XS iPhone X iPhone 8 iPhone 8 Plus iPhone 7 iPhone 7 Plus iPhone 6s iPhone 6s Pl,New
sc.co,last year,Apple Watch Band,50,"UPDATES: #2 and #3 sold! HURRY UP!  36% OF RETAIL PRICE! - Brand New, Unworn - Got it as company gifts, hence no receipt. However authenticity is guaranteed  Types: 1. Gold/Royal Blue Woven Nylon 42mm 2. Black Sport Band 38mm 3. Cocoa Sport Band 42mm 4. Concrete Sport Band 38mm  Tags: Apple Watch, S",New
chipndale,9 months ago,Apple Watch series 4 strap 44mm sport loop,65,Brand new and not worn.   Bought another strap hence selling this.   Selling strap only. Watch not included.   Self collect at Sembawang. ,New
zuraidizuraidi,last year,Apple Watch 38mm 40mm Milanese Loop Black,15,"BRAND NEW IN PLASTIC PACKAGING !  Can fit,  Apple Watch Series 2 38mm Apple Watch Series 3 38mm Apple Watch Series 4 40mm  Add $1 for normal mail ✉️  *Not liable for lost of mail 😊  Only the colour as pictured available !  Contact me at 83883847 for fast deal 💪🏼",New
crazysales,last year,🚚 42mm Apple Watch Spigen Tough Armor 2 Blush Gold,27.90,"Latest!!! Spigen Tough Armor2 (Not Gen1) compatible with Series 1 / 2 / 3 Colour : Blush Gold, Matte Black, Silver  Add $4 for Spigen Screen Pro  For more details more products for this model, please visit this link https://crazysales.com.sg/products/apple-watch-42mm-spigen-tough-armor-2  Self colle",New
wmpiew,8 months ago,Apple Watch 4th Generation Tempered Film Series 4 Watch/44/40mm (non full screen),8.90, Screen coverage 2.5D rounded edge 40mm and 44 mm Size screen   Come with wipes and cleaning kit  Payment Either during meeting up or transfer to my posb account or paylah/ paynow @ pm me :) ,New
currentsense,9 months ago,"Black/Grey Sports Band for Apple Series 4 (44mm), Series 3/2/1 (42mm)",22,Brand New In Package Black/Grey Sports Band for Apple Watch Series 4 (44mm) / Series 3/2/1 (42mm),New
lifestyleperks,7 months ago,Apple Watch series 4 sports Band,15,Brand new Sports Band Blue color 44mm or 42mm  Blue strap with pink   Brand new   Mailing only  Top Up $1.2 for mail    Non-nego   ,New
crazysales,7 months ago,40MM Apple Watch 4 X-Doria Defense Edge Case Cover Silver,19.90,"Special Price Exclusive for purchase at our website. USUAL Price $29.90 For more casing, screen protector for this phone model, please visit this link https://crazysales.com.sg/products/for-apple-watch-series-4-40mm Self collection / Mailing / Courier please refer to the link below or WA 84532055 ht",New
thesigh,9 months ago,OPSO [ Apple MFi Certified ] Apple Watch Charger,80,Magnetic Charging Cable Compatible with Apple Watch/iWatch 38mm 42mm - 3.3 Feet (1.0 Meter)  Apple Watch Magnetic Charging Module  Simply hold the connector near the back of the watch and magnets snap into place automatically.  Apple MFi Certified  Apple MFi Certified Cable combines Magsafe technolo,New
currentsense,9 months ago,Apple Watch Series 4 Nylon Strap 44mm Series 3/2/1 42mm,20,Apple Watch Series 4 (44MM) / Series 3/2/1 (42MM) Nylon Strap @ $20 each (Ready Stock)  Picture 1: Grayish White Picture 2: Midnight Blue Picture 3: Black,New
awatchauthority,11 months ago,Apple Watch Replacement Strap/ Band,15, Brand NEW - Third Party - Good for series 1 / series 2/ series 3/ series 4 Replacement Strap / band for Apple Watch - Black with yellow green holes  Check out photos for exact measurement 38mm Small - Available 38mm Large - Out of stock  42mm Small - Available  42mm Large - Available  Tags apple wa,New
awatchauthority,11 months ago,Replacement strap for Apple Watch/ iwatch,15,[INSTOCK]Any 3 rubber straps for $30. 1 for $15.   Brand NEW - Third Party - Good for series 1 / series 2/ series 3/ series 4  Replacement straps for Apple Watch/ iwatch/ applewatch  Available for  38mm - Available (New Stocks in!) 42mm - available  Swipe for more photos and actual length.  Check ou,New
awatchauthority,11 months ago,Replacement Strap for Apple Watch,15,Brand NEW - Third Party - Good for series 1 / series 2/ series 3/ series 4 Ready Stocks Silicon Rubber straps for Apple Watch - black colour Any 3 rubber straps for $30. 1 for $15.  38mm 42mm  Swipe for more photos. Check out my other cool listings.  Free normal mail!  Tags: iwatch apple watch apple,New
ljustin,8 months ago,Black/white Patterned Nylon Apple Watch Strap,10,"Black/White Patterned Nylon Apple Watch Strap  Length: 8.5cm and 13cm tip to tip  Suitable for Apple Watch Series 1/2/3, 42mm and Series 4, 44mm  Check out my other listings for other designs available!",New
welcomehomecasing,8 months ago,Aoto by #JANSIN Apple Iwatch Sport Strap Instock,20,"New deisgn by JANSIN factory  Hand selected material to guarantee a more comfortable fit with a durable and long-lasting service life. Band comes with watch lugs on both ends, which locks onto watch band interface precisely and securely. Package include:  1pcs Silicone strap +   One-piece Apple conn",New
varioeveryday,9 months ago,Harris Tweed Cobalt Blue Watch Strap for Apple Watch,62,"Hand made tweed strap made out of world famous handwoven Harris Tweed, a fabric that exudes elegance.  A soft leather backing makes the strap feel comfortable on your wrist without feeling itchy. Harris Tweed is water resistant, breathable and flexible. Our Harris Tweed strap comes in a variety of c",New
hangtaiwong,4 years ago,[d30] iPhone 4/4S protection,5,"Grant your iPhone 4/4S protection. Bring the instant recognition of the red Coke can whenever you whip out your phone.   [d30] is from a series of decluttering sales as one comes of age. Read more about it at: http://damonwong.com/decluttering/  not ipad, ipod, iphone, apple, watch, macbook, air, pr",
crazysales,last year,42mm Apple Watch Spigen Tough Armor 2 Matte Black,27,"Latest!!! Spigen Tough Armor2 (Not Gen1) compatible with Series 1 / 2 / 3 Colour : Blush Gold, Matte Black, Silver  Add $4 for Spigen Screen Pro  For more details more products for this model, please visit this link https://crazysales.com.sg/products/apple-watch-42mm-spigen-tough-armor-2  Self colle",New
lollipopcn,7 months ago,🚚 Leather Band for Apple Watch 38mm 40mm (Pebble Grain Brown),39,"Leather Band for Apple Watch 38/40mm (Pebble Grain Brown)   Made specifically for the 38/40mm Apple Watch Series 1, Series 2, Series 3 and Series 4;  Designed as replacement leather strap for Apple Watch 38/40mm classic buckle band;  Unobstructed Apple Watch Optical Pulse Sensor (PCB) opening and li",New
dgmartonline.com,last year,Free Mailing! Apple Watch Strap 38mm/40mm - D2,14,Brand New! Apple Watch 38mm 40mm Strap Can fit Apple Watch Series 1/2/3 38mm/40mm  Free normal mail. Material: Silicone  Other designs are available. (See picture #4 &amp; #5) Please see my other listings for more pictures.  #dgmart #applewatch #applewatchstrap #applewatch38mm #iwatch #iwatchstrap,New
nomadwatchworks,last year,Apple Watch Leather Strap - Single Tour in Navy,35,"- Apple Watch Leather Strap - Single Tour in Navy (available in silver &amp; black buckle) - Suitable for Series 1,2,3 - 38mm and 42mm - Suitable for Series 4 - 40mm and 44mm - Paired with Apple Watch in picture (Please note that watch is not for sale)  Please click on links below for more information: ",New
awatchauthority,10 months ago,Combo Replacement Strap + bumper,15,*This listing is for 42mm ONLY*  COMBO - Strap &amp; bumper  Brand NEW - Third Party - Good for series 1 / series 2/ series 3/ series 4 Replacement Strap / band for Apple Watch    Check out my other cool listings! -silicone rubber straps -nylon straps  -leather straps -velcro straps -bumpers  Tags apple,New
varioeveryday,9 months ago,Harris Tweed Navy Blue Watch Strap for Apple Watch,62,"Hand made tweed strap made out of world famous handwoven Harris Tweed, a fabric that exudes elegance.  A soft leather backing makes the strap feel comfortable on your wrist without feeling itchy. Harris Tweed is water resistant, breathable and flexible. Our Harris Tweed strap comes in a variety of c",New
trendy_stuff_accessories,9 months ago,Apple Watch series 4 40/44mm 3D curved glass protector,11,Apple watch series 4 tempered glass protector For 40mm / 44mm,New
mobilemartsg,9 months ago,Apple Watch Series 4 44mm/40mm Clear Silicone Case,7.99,TPU Clear Case  IMPORTANT: All Apple Watch Cases might not fit well with FULL COVERAGE Tempered Glass Screen Protector. Strictly no refund/exchange for compatibility issues.  Features ✅ Designed for Apple Watch Series 4 44mm/40mm ✅Crystal Clear - See-through case features the watch natural beauty ✅ ,New
buysell2015,2 years ago,Apple Watch strap,28,Stainless Steel Bracelet Strap Band for Apple Watch Series 1/2 Series 3 with Classic Buckle 38mm 1 set in silver color . Deal at Cck,New
awatchauthority,11 months ago,Replacement Strap for Apple Watch,15,Brand NEW - Third Party - Good for series 1 / series 2/ series 3/ series 4 replacement strap for apple watch iwatch  Silicone Rubber  V-lock type Colour Black  Available for 42mm only  Check out my listings for other cool items!  Tags: apple watch iwatch apple watch rubber silicone strap band ,New
awatchauthority,last year,Replacement Strap for Apple Watch- Nylon,15,Brand New - Third Party- Replacement Strap for Apple Watch. Good for series 1/ series 2/ series 3/ series 4  Nylon   Colour- Black/ light grey  Small Stripes  Available 38mm/40mm 42mm/ 44mm  Check out my listings for other cool items!  https://sg.carousell.com/p/180853569 https://sg.carousell.com/p/,New
awatchauthority,11 months ago,Replacement Strap for Apple Watch,20,*Buy any 2 VELCRO straps for $35! (Save $5!)*  Brand NEW - Third Party - Good for series 1 / series 2/ series 3/ series 4 Replacement Strap / band for Apple Watch - Velcro Pink  38mm/ 40mm  42mm/ 44mm  Check out my other cool listings! -silicone rubber straps -leather straps -nylon straps -tempered ,New
doraemon_87,last year,Apple watch series 1 - 42mm watch frame/ watch case,4,Apple watch series 1 - 42mm watch frame/ watch case  This is order for watch frame only.  Apple watch is not included  Pink Gold  $4 each  Self collection on weekdays Choa Chu Kang mrt 7pm Bedok mrt 5.50pm,New
clement,10 months ago,Apple Watch White Sport Band 44mm 42mm,68,"Brand new, factory sealed in box! Designed for Apple Watch Series 4, compatible with all previous series too.  Compatible with: Series 1 42mm Series 2 42mm Series 3 42mm Series 4 44mm    Tags: iWatch Seires1 Series2 Series3 Series4 Sports  SportBand SportsBand 44  42",New
mobile.solutions,8 months ago,Apple Watch Series 4 (44MM) Full Adhesive Tempered Glass,12.90,* Brand new * Price is fixed * Self collect at Hougang Mrt / Shop or top up for postage services  Features:  ✔️ 9H Surface Hardness ✔️ Oleophobic Coating ✔️ Optical Clarity  ✔️ Enhanced delicate touch sensitivity ✔️ Ease of use ✔️ Anti-Shatter Glass ✔️ High contrast coating ✔️ Prevent the screen fro,New
dgmartonline.com,9 months ago,Free Mailing! Apple Watch Milanese Strap 38mm/40mm - Rose Gold,18,📣Come visit us @ Box Boss Singpost Center Paya Lebar!!  Brand New! Apple Watch 38mm/40mm Milanese Strap Can fit Apple Watch Series 1/2/3/4 38mm/40mm Strong magnet hold. No clasp.   Available in the following colors (38m/40mm): - Rose Gold - Gold - Silver - Black - Pink  Also available in other color,New
currentsense,9 months ago,Soft TPU Protector for Apple Watch Series 4 (44mm),12,Brand New in Package Transparent Soft TPU Cover for your brand new Apple Watch Series 4 (44MM) Touch Screen is still very sensitive even with the cover on.,New
hpbsquare,7 months ago,🚚 Apple Watch Series 4 Case Rugged Armor (44mm),24,"The Rugged Armor adds daily durability with a polished look to the Apple Watch. Built to defend against bumps and bruises, the raised edges ensure that scratches on your screen are a thing of the past. The matte finish brings a modern flair to the watch, with every detail crafted to precision. Give ",New
burningbone,8 months ago,Apple Watch Series 1/2/3/4 42/44mm Genuine Leather Strap,38,Apple Watch Genuine Cow Leather Strap *Apple Watch not included  Colour : Orange   Compatible :  Series 1 42mm Series 2 42mm Series 3 42mm Series 4 44mm  Wrist : 160mm to 220mm  Dimension :  Width - 22mm Length - 120mm &amp; 80mm  Features : - Stylish for casual and business environment   - Comfortable ,New
awatchauthority,last year,Replacement Strap for Apple Watch,15,*Any 3 rubber straps for $30*  Brand NEW - Third Party  - Good for series 1/2/3/ series 4 Replacement Strap / band for Apple Watch - DARK RED  Check out photos for exact measurement 38mm - SOLD OUT 42mm/ 44mm - Available   Tags apple watch iwatch band replacement strap red,New
debcsy,2 years ago,Apple Watch Series 1 | 42mm Space Grey Stainless Steel Case Space Black Link,700,"Hardly ever worn - almost NEW in Excellent condition! Comes with charger.  Here’s to a healthy life. Track your activity. Measure your workouts. Monitor your health. Apple Watch Series 1 lets you do it all in an instant, thanks to a dual-core processor and the powerful new features of watchOS 4.  Tr",Used
mao.mao,8 months ago,apple watch series 4 charging stand,10,Brand new charging stand for apple watch,New
currentsense,9 months ago,Gold Stainless Steel Milanese Loop for Apple Watch Series 4 (44mm & 40mm)/ Series 3/2/1 (42mm & 38mm),35,"Brand New In Package Gold Milanese Loop for Apple Watch Series 4 (44MM) Series 3/2/1 (42MM), Series 4 (40MM), Series 3/2/1 (38MM)",New
awatchauthority,11 months ago,Replacement Strap for Apple Watch,15,Brand NEW - Third Party - Good for series 1 / series 2/ series 3/ series 4 Ready Stocks Silicon Rubber straps for Apple Watch - white colour Any 3 rubber straps for $30. 1 for $15.  38mm 42mm  Swipe for more photos. Check out my other cool listings.  Free normal mail!  Tags: iwatch apple watch apple,New
awatchauthority,last year,Replacement Strap for Apple Watch- Nylon,15,Brand New - Third Party - Replacement Strap for Apple Watch. Good for series 1/ series 2/ series 3/ series 4  Nylon Colour - White/Pink/orange small stripes  38mm - OUT OF STOCK 42mm/ 44m  - AVAILABLE  Check out my listings for other cool items!  Tags: apple watch applewatch iwatch nylon straps band,New
awatchauthority,11 months ago,Replacement Strap for Apple Watch,15,Brand NEW - Third Party - Good for series 1 / series 2/ series 3/ series 4 Replacement Strap / band for Apple Watch  Check out photos for exact measurement 38mm Small - Available 38mm Large - OUT OF STOCK  42mm Small - Available 42mm Large - Available  Check out my other cool listings!  Tags apple w,New
jayakodydj,2 years ago,IPAD 4/64GB +NEW WATCH 1,700,IPAD 4-64 GB WIFI AND CELLULAR  NOT USED WITH COMPLETE SET ( SINGAPORE SET) APPLE WATCH SERIES 1 NEW  SMS 6585906701  FIRST GIVE THE OFFER THEN WE CAN CHAT,New
towkaynew,4 years ago,#Contiki2018 Sale! LEGO 70813 - Rescue Reinforcements by towkaynew Singapore,124,"Everything is Awesome! From The LEGO Movie series!   This set is exclusive to Toys R Us!  Brand new and sealed with no price tag and minimal creasing from USA!  Buy more save more! Search: ⭐""towkaynew bricks"" for all my LEGO set listings ⭐""towkaynew gears"" for all my LEGO technic gear listings  PM m",
australianmango,9 months ago,Original Apple Watch Sport Band - brand new,40,Brand new. can be used for 38mm apple watch series 3 and 40mm apple watch series 4.,New
causeshesdead,9 months ago,LF Authentic Apple Watch Marine Green sport loop,0,🔹Looking for AUTHENTIC Apple Watch Sport loop in marine green  🔹Willing to pay if brand new. (Will consider used)  🔹Please do pm me if you have any up for sale.          Tags Apple Watch series 3 4 2 1 loop sports Milanese black grey Nike I watch phone mac green orange loop woven stripe nylon  ,New
wishmonkey,8 months ago,Apple Watch Clear TPU Protective Case for Series 1 2 3 4,6,"🔥STOCK AVAILABLE NOW🔥 Price original: $8  Suitable for: Apple Watch 44mm 42mm 40mm 38mm Thickness: Around 0.5mm Color: Clear  Description 1. ultra thin soft TPU 2.Protect your watch from scratches,and dirt. 3.Full access to all ports, buttons, and cameras without the need to remove the case. 4.Simpl",New
currentsense,7 months ago,Genuine Magnetic Leather Loop for Apple Watch Series 4 (44MM/40MM) & Series 3/2/1 (40MM/38MM) - Red Colour,40,Brand New Genuine Magnetic Leather Loop for Apple Watch Series 4 (44MM/40MM) Series 3/2/1 (42MM/38MM),New
selling828,8 months ago,Apple Watch Series 4 Full Glue Adhesive 3D Curved Glass Protector,18.90,‼️ITEM IN STOCK‼️ 👉Brand New 👉Apple Watch Series 4 Latest Full Glue Adhesive 3D Curved Glass Protector 👉Available in 44mm 👉PM for more details,New
gooddeals89,6 months ago,🚚 Apple Leather Watch Strap Series 1/2/3/4- Brand New,12,"Watch Size: 38mm And 42mm  Red Prints Inspired Watch strap suitable for series 1/2/3/4 High quality synthetic PU leather, delicately crafted to precision.   Comes with 14 days product defect liability warranty from local seller  Delivered directly from Singapore. Not overseas seller PM me for more e",New
phonecare4u,8 months ago,🚚 Full Cover Ultra Thin TPU Case for Apple Watch,10,"New Open Promotion $10.00, SRP $19.00.  Support Apple Watch Series 4 (40mm &amp; 44mm)  This case with screen protector is design to offer external surface protection to your Apple Watch. Soft clear case with built in screen protector. Prevents your Apple Watch from scratches.   Special design, Made by ",New
ljustin,8 months ago,Orange/Black Nylon Apple Watch Strap,10,"Orange/Black Striped Nylon Apple Watch Strap  Length: 8.5cm and 13cm tip to tip  Suitable for Apple Watch Series 1/2/3, 42mm and Series 4, 44mm  Check out my other listings for other designs available!",New
